Modelo,Dimensoes,Num_Documentos,Similaridade_Media,Similaridade_Std,Similaridade_Min,Similaridade_Max
TF-IDF,1000,2,0.0,0.0,0.0,0.0
Word2Vec,300,2,0.9966833591461182,0.0,0.9966833591461182,0.9966833591461182
BERT,768,2,0.8001163005828857,0.0,0.8001163005828857,0.8001163005828857
